IDENTIFICADOR DO ATAQUE,ANO EM QUE O ATAQUE OCORREU,PREJUIZO CAUSADO PELO ATAQUE,PAIS ONDE OCORREU O ATAQUE,TIPO DE AMEACA A SEGURANCA CIBERNETICA,SETOR DA INDUSTRIA QUE SOFREU O ATAQUE,ESTRATEGIA DE DEFESA CIBERNETICA EMPREGADA PARA RESOLVER O PROBLEMA
1411,2019,57.85,USA,MALWARE,HEALTHCARE,ANTIVIRUS
1412,2017,6.58,GERMANY,MALWARE,HEALTHCARE,VPN
1413,2019,47.25,USA,RANSOMWARE,BANKING,VPN
1414,2021,20.26,INDIA,RANSOMWARE,EDUCATION,FIREWALL
1415,2024,85.02,INDIA,DDOS,TELECOMMUNICATIONS,VPN
1416,2024,64.54,FRANCE,PHISHING,IT,ANTIVIRUS
1417,2017,74.01,JAPAN,MALWARE,RETAIL,ANTIVIRUS
1418,2015,68.8,UK,MALWARE,GOVERNMENT,ANTIVIRUS
1419,2021,76.8,JAPAN,MALWARE,EDUCATION,ENCRYPTION
1420,2016,92.39,UK,RANSOMWARE,BANKING,ENCRYPTION
1421,2023,11.73,USA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1422,2020,29.31,CHINA,SQL INJECTION,TELECOMMUNICATIONS,FIREWALL
1423,2017,91.67,GERMANY,RANSOMWARE,RETAIL,AI-BASED DETECTION
1424,2022,47.66,USA,PHISHING,RETAIL,ENCRYPTION
1425,2022,95.74,INDIA,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1426,2021,79.25,JAPAN,RANSOMWARE,GOVERNMENT,FIREWALL
1427,2020,43.69,AUSTRALIA,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1428,2018,23.27,UK,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1429,2015,6.96,UK,SQL INJECTION,BANKING,FIREWALL
1430,2024,41.65,RUSSIA,SQL INJECTION,GOVERNMENT,FIREWALL
1431,2020,18.79,BRAZIL,PHISHING,HEALTHCARE,FIREWALL
1432,2022,58.93,RUSSIA,DDOS,HEALTHCARE,FIREWALL
1433,2020,83.29,UK,RANSOMWARE,IT,ENCRYPTION
1434,2024,65.96,CHINA,RANSOMWARE,GOVERNMENT,VPN
1435,2018,71.58,INDIA,PHISHING,BANKING,ENCRYPTION
1436,2022,34.16,AUSTRALIA,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
1437,2015,61.01,AUSTRALIA,DDOS,IT,FIREWALL
1438,2024,53.59,USA,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
1439,2020,11.79,USA,DDOS,RETAIL,FIREWALL
1440,2020,16.98,USA,SQL INJECTION,RETAIL,ENCRYPTION
1441,2016,29.24,INDIA,SQL INJECTION,IT,ENCRYPTION
1442,2023,20.35,UK,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
1443,2021,34.32,BRAZIL,SQL INJECTION,IT,ENCRYPTION
1444,2017,35.88,JAPAN,SQL INJECTION,GOVERNMENT,ENCRYPTION
1445,2017,33.84,RUSSIA,SQL INJECTION,BANKING,AI-BASED DETECTION
1446,2024,17.21,RUSSIA,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
1447,2017,95.08,RUSSIA,RANSOMWARE,EDUCATION,ENCRYPTION
1448,2016,27.85,GERMANY,PHISHING,RETAIL,ENCRYPTION
1449,2020,18.52,UK,DDOS,RETAIL,VPN
1450,2016,81.31,CHINA,DDOS,EDUCATION,ANTIVIRUS
1451,2020,34.82,CHINA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1452,2018,55.3,INDIA,DDOS,EDUCATION,FIREWALL
1453,2023,88.71,INDIA,PHISHING,IT,AI-BASED DETECTION
1454,2024,0.6,INDIA,DDOS,RETAIL,AI-BASED DETECTION
1455,2023,50.02,USA,MALWARE,RETAIL,ANTIVIRUS
1456,2022,12.96,FRANCE,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
1457,2023,43.58,CHINA,PHISHING,IT,ENCRYPTION
1458,2020,33.22,USA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
1459,2020,38.96,JAPAN,PHISHING,RETAIL,ENCRYPTION
1460,2020,30.14,INDIA,PHISHING,TELECOMMUNICATIONS,FIREWALL
1461,2020,21.72,RUSSIA,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
1462,2022,93.2,AUSTRALIA,MALWARE,IT,ANTIVIRUS
1463,2024,88.17,FRANCE,DDOS,RETAIL,FIREWALL
1464,2018,42.46,BRAZIL,PHISHING,RETAIL,ENCRYPTION
1465,2022,61.41,INDIA,SQL INJECTION,EDUCATION,ENCRYPTION
1466,2022,51.51,JAPAN,RANSOMWARE,EDUCATION,ENCRYPTION
1467,2016,77.7,GERMANY,MALWARE,TELECOMMUNICATIONS,VPN
1468,2016,14.65,USA,PHISHING,GOVERNMENT,VPN
1469,2019,68.4,JAPAN,DDOS,HEALTHCARE,VPN
1470,2015,34.51,INDIA,MALWARE,BANKING,FIREWALL
1471,2020,71.74,BRAZIL,RANSOMWARE,IT,AI-BASED DETECTION
1472,2015,37.54,BRAZIL,MALWARE,EDUCATION,FIREWALL
1473,2019,76.35,FRANCE,MAN-IN-THE-MIDDLE,IT,FIREWALL
1474,2024,71.2,UK,PHISHING,IT,ANTIVIRUS
1475,2024,48.88,RUSSIA,RANSOMWARE,GOVERNMENT,VPN
1476,2020,48.24,CHINA,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1477,2017,32.0,GERMANY,RANSOMWARE,HEALTHCARE,FIREWALL
1478,2023,50.34,BRAZIL,DDOS,EDUCATION,AI-BASED DETECTION
1479,2016,5.18,RUSSIA,RANSOMWARE,HEALTHCARE,VPN
1480,2024,95.28,AUSTRALIA,DDOS,GOVERNMENT,ENCRYPTION
1481,2016,70.4,RUSSIA,PHISHING,RETAIL,ANTIVIRUS
1482,2015,47.2,BRAZIL,SQL INJECTION,IT,FIREWALL
1483,2016,29.35,FRANCE,RANSOMWARE,IT,VPN
1484,2018,20.28,AUSTRALIA,SQL INJECTION,BANKING,ANTIVIRUS
1485,2015,71.9,UK,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,VPN
1486,2019,27.91,FRANCE,SQL INJECTION,TELECOMMUNICATIONS,FIREWALL
1487,2017,57.34,CHINA,DDOS,GOVERNMENT,FIREWALL
1488,2015,82.4,USA,PHISHING,GOVERNMENT,AI-BASED DETECTION
1489,2023,15.08,RUSSIA,RANSOMWARE,HEALTHCARE,VPN
1490,2021,55.12,INDIA,MAN-IN-THE-MIDDLE,BANKING,VPN
1491,2022,38.84,RUSSIA,RANSOMWARE,GOVERNMENT,ANTIVIRUS
1492,2024,42.79,JAPAN,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1493,2016,97.83,CHINA,DDOS,TELECOMMUNICATIONS,ENCRYPTION
1494,2019,10.04,GERMANY,PHISHING,EDUCATION,ANTIVIRUS
1495,2020,96.97,BRAZIL,SQL INJECTION,RETAIL,VPN
1496,2024,41.05,BRAZIL,SQL INJECTION,HEALTHCARE,ANTIVIRUS
1497,2019,10.37,INDIA,RANSOMWARE,GOVERNMENT,VPN
1498,2019,33.73,RUSSIA,DDOS,EDUCATION,ANTIVIRUS
1499,2023,4.18,CHINA,SQL INJECTION,EDUCATION,ANTIVIRUS
1500,2021,72.24,USA,MALWARE,RETAIL,ENCRYPTION
1501,2016,98.25,AUSTRALIA,DDOS,HEALTHCARE,ANTIVIRUS
1502,2021,85.69,INDIA,SQL INJECTION,RETAIL,ANTIVIRUS
1503,2015,39.12,UK,PHISHING,BANKING,AI-BASED DETECTION
1504,2021,82.66,INDIA,MALWARE,TELECOMMUNICATIONS,VPN
1505,2017,49.12,JAPAN,PHISHING,IT,VPN
1506,2018,89.36,GERMANY,RANSOMWARE,GOVERNMENT,FIREWALL
1507,2021,77.84,JAPAN,MALWARE,HEALTHCARE,FIREWALL
1508,2015,49.84,FRANCE,PHISHING,IT,VPN
1509,2020,96.31,GERMANY,SQL INJECTION,HEALTHCARE,ENCRYPTION
1510,2018,18.44,INDIA,SQL INJECTION,GOVERNMENT,VPN
1511,2024,18.16,AUSTRALIA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1512,2018,68.28,CHINA,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
1513,2015,95.72,FRANCE,PHISHING,BANKING,ENCRYPTION
1514,2019,96.6,BRAZIL,SQL INJECTION,EDUCATION,FIREWALL
1515,2015,97.15,CHINA,DDOS,GOVERNMENT,VPN
1516,2024,79.3,INDIA,RANSOMWARE,GOVERNMENT,FIREWALL
1517,2017,76.35,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
1518,2023,33.51,RUSSIA,DDOS,BANKING,AI-BASED DETECTION
1519,2017,96.08,FRANCE,SQL INJECTION,HEALTHCARE,ANTIVIRUS
1520,2020,33.69,CHINA,PHISHING,EDUCATION,AI-BASED DETECTION
1521,2017,17.99,BRAZIL,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1522,2022,86.84,JAPAN,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
1523,2018,97.62,USA,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1524,2021,25.85,GERMANY,RANSOMWARE,IT,ANTIVIRUS
1525,2018,27.37,USA,RANSOMWARE,HEALTHCARE,FIREWALL
1526,2022,29.02,GERMANY,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1527,2018,90.78,USA,DDOS,RETAIL,VPN
1528,2022,42.33,FRANCE,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1529,2019,81.89,JAPAN,DDOS,BANKING,ANTIVIRUS
1530,2015,43.81,USA,RANSOMWARE,HEALTHCARE,VPN
1531,2019,93.71,AUSTRALIA,MALWARE,TELECOMMUNICATIONS,VPN
1532,2020,54.29,UK,MAN-IN-THE-MIDDLE,GOVERNMENT,AI-BASED DETECTION
1533,2022,55.72,JAPAN,PHISHING,HEALTHCARE,ENCRYPTION
1534,2023,5.57,INDIA,RANSOMWARE,RETAIL,ANTIVIRUS
1535,2023,48.1,FRANCE,SQL INJECTION,BANKING,ANTIVIRUS
1536,2020,25.79,INDIA,PHISHING,RETAIL,ANTIVIRUS
1537,2024,14.84,UK,MAN-IN-THE-MIDDLE,BANKING,VPN
1538,2024,85.76,CHINA,MALWARE,HEALTHCARE,ANTIVIRUS
1539,2019,18.76,USA,DDOS,RETAIL,VPN
1540,2020,38.19,INDIA,PHISHING,HEALTHCARE,FIREWALL
1541,2015,38.1,INDIA,MAN-IN-THE-MIDDLE,BANKING,VPN
1542,2024,10.18,CHINA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
1543,2024,36.27,CHINA,SQL INJECTION,IT,ENCRYPTION
1544,2022,92.07,AUSTRALIA,RANSOMWARE,GOVERNMENT,ENCRYPTION
1545,2023,72.9,BRAZIL,SQL INJECTION,HEALTHCARE,FIREWALL
1546,2019,57.52,USA,DDOS,TELECOMMUNICATIONS,VPN
1547,2015,5.79,JAPAN,MALWARE,HEALTHCARE,FIREWALL
1548,2020,14.68,RUSSIA,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
1549,2020,10.12,RUSSIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ANTIVIRUS
1550,2017,86.89,JAPAN,DDOS,IT,FIREWALL
1551,2022,9.84,AUSTRALIA,PHISHING,GOVERNMENT,VPN
1552,2017,49.94,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
1553,2023,75.13,JAPAN,PHISHING,BANKING,VPN
1554,2024,33.21,UK,MALWARE,HEALTHCARE,FIREWALL
1555,2023,54.41,CHINA,SQL INJECTION,TELECOMMUNICATIONS,VPN
1556,2018,59.56,FRANCE,MALWARE,IT,AI-BASED DETECTION
1557,2016,45.71,AUSTRALIA,MALWARE,RETAIL,FIREWALL
1558,2021,4.94,FRANCE,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
1559,2017,89.47,INDIA,RANSOMWARE,GOVERNMENT,ANTIVIRUS
1560,2018,45.91,RUSSIA,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
1561,2021,82.85,JAPAN,PHISHING,BANKING,ANTIVIRUS
1562,2016,89.85,USA,PHISHING,RETAIL,VPN
1563,2018,10.81,FRANCE,MALWARE,IT,VPN
1564,2022,34.32,RUSSIA,MALWARE,HEALTHCARE,ENCRYPTION
1565,2022,92.54,USA,PHISHING,GOVERNMENT,FIREWALL
1566,2016,62.9,UK,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
1567,2018,48.76,GERMANY,DDOS,BANKING,VPN
1568,2016,41.11,USA,MALWARE,RETAIL,VPN
1569,2021,57.2,CHINA,SQL INJECTION,HEALTHCARE,VPN
1570,2018,13.13,RUSSIA,DDOS,EDUCATION,FIREWALL
1571,2015,20.96,AUSTRALIA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1572,2023,42.75,BRAZIL,DDOS,GOVERNMENT,VPN
1573,2018,82.89,JAPAN,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1574,2021,21.21,BRAZIL,RANSOMWARE,GOVERNMENT,FIREWALL
1575,2020,12.25,FRANCE,MALWARE,BANKING,FIREWALL
1576,2015,61.87,JAPAN,SQL INJECTION,EDUCATION,VPN
1577,2016,71.12,JAPAN,DDOS,EDUCATION,ENCRYPTION
1578,2024,26.58,GERMANY,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
1579,2023,5.24,AUSTRALIA,MALWARE,RETAIL,ENCRYPTION
1580,2024,30.39,UK,PHISHING,BANKING,VPN
1581,2020,66.55,UK,PHISHING,HEALTHCARE,ANTIVIRUS
1582,2016,83.02,CHINA,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
1583,2024,88.23,INDIA,RANSOMWARE,IT,ANTIVIRUS
1584,2018,5.18,RUSSIA,DDOS,IT,VPN
1585,2024,13.77,CHINA,DDOS,IT,ENCRYPTION
1586,2021,21.9,CHINA,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1587,2024,34.42,BRAZIL,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
1588,2019,57.9,FRANCE,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
1589,2022,61.97,AUSTRALIA,PHISHING,HEALTHCARE,ANTIVIRUS
1590,2021,56.11,CHINA,RANSOMWARE,HEALTHCARE,FIREWALL
1591,2018,50.64,AUSTRALIA,RANSOMWARE,BANKING,ANTIVIRUS
1592,2017,64.99,USA,DDOS,HEALTHCARE,VPN
1593,2018,69.04,BRAZIL,RANSOMWARE,EDUCATION,FIREWALL
1594,2022,13.82,INDIA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1595,2016,22.48,AUSTRALIA,MALWARE,GOVERNMENT,FIREWALL
1596,2022,11.31,CHINA,MALWARE,RETAIL,ANTIVIRUS
1597,2023,60.53,INDIA,SQL INJECTION,GOVERNMENT,VPN
1598,2019,98.45,GERMANY,MALWARE,HEALTHCARE,ANTIVIRUS
1599,2021,97.06,CHINA,SQL INJECTION,IT,VPN
1600,2020,64.7,INDIA,PHISHING,HEALTHCARE,ENCRYPTION
1601,2020,1.05,CHINA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1602,2017,89.97,JAPAN,PHISHING,GOVERNMENT,AI-BASED DETECTION
1603,2015,48.58,INDIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,AI-BASED DETECTION
1604,2023,16.42,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,VPN
1605,2019,15.42,CHINA,RANSOMWARE,GOVERNMENT,ENCRYPTION
1606,2018,47.15,INDIA,SQL INJECTION,HEALTHCARE,FIREWALL
1607,2019,52.8,RUSSIA,MAN-IN-THE-MIDDLE,IT,VPN
1608,2015,64.88,UK,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
1609,2016,94.1,BRAZIL,DDOS,TELECOMMUNICATIONS,VPN
1610,2023,23.18,CHINA,RANSOMWARE,IT,ENCRYPTION
1611,2018,17.44,CHINA,RANSOMWARE,EDUCATION,VPN
1612,2022,22.72,FRANCE,PHISHING,RETAIL,VPN
1613,2021,69.99,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
1614,2020,87.88,USA,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
1615,2020,69.91,UK,SQL INJECTION,RETAIL,VPN
1616,2020,27.45,USA,RANSOMWARE,BANKING,ANTIVIRUS
1617,2024,13.17,CHINA,DDOS,RETAIL,ANTIVIRUS
1618,2020,50.99,BRAZIL,PHISHING,RETAIL,VPN
1619,2020,66.92,FRANCE,SQL INJECTION,HEALTHCARE,AI-BASED DETECTION
1620,2020,39.47,UK,PHISHING,HEALTHCARE,FIREWALL
1621,2017,4.35,BRAZIL,SQL INJECTION,TELECOMMUNICATIONS,VPN
1622,2017,24.06,UK,MALWARE,HEALTHCARE,ANTIVIRUS
1623,2015,21.8,UK,PHISHING,TELECOMMUNICATIONS,VPN
1624,2018,89.74,USA,PHISHING,BANKING,VPN
1625,2016,72.34,AUSTRALIA,PHISHING,GOVERNMENT,FIREWALL
1626,2016,37.48,AUSTRALIA,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
1627,2021,38.2,USA,PHISHING,IT,ANTIVIRUS
1628,2023,85.85,FRANCE,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
1629,2017,5.5,JAPAN,DDOS,HEALTHCARE,AI-BASED DETECTION
1630,2024,53.51,GERMANY,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
1631,2023,37.38,FRANCE,PHISHING,EDUCATION,FIREWALL
1632,2020,84.55,GERMANY,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
1633,2023,34.87,RUSSIA,SQL INJECTION,RETAIL,FIREWALL
1634,2023,17.26,AUSTRALIA,RANSOMWARE,IT,FIREWALL
1635,2016,82.99,AUSTRALIA,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
1636,2015,85.34,GERMANY,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1637,2023,31.46,JAPAN,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1638,2016,74.5,UK,DDOS,TELECOMMUNICATIONS,FIREWALL
1639,2023,12.79,USA,RANSOMWARE,HEALTHCARE,ENCRYPTION
1640,2018,10.01,USA,DDOS,BANKING,AI-BASED DETECTION
1641,2016,23.99,FRANCE,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
1642,2022,34.57,RUSSIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
1643,2021,15.78,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
1644,2015,71.91,FRANCE,MALWARE,GOVERNMENT,ANTIVIRUS
1645,2017,64.93,CHINA,RANSOMWARE,EDUCATION,FIREWALL
1646,2020,6.35,CHINA,PHISHING,EDUCATION,ENCRYPTION
1647,2020,85.85,UK,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
1648,2019,46.5,BRAZIL,SQL INJECTION,HEALTHCARE,AI-BASED DETECTION
1649,2020,64.39,RUSSIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,VPN
1650,2021,13.47,FRANCE,PHISHING,RETAIL,VPN
1651,2020,40.72,FRANCE,DDOS,RETAIL,FIREWALL
1652,2018,36.01,AUSTRALIA,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
1653,2022,57.89,UK,PHISHING,BANKING,AI-BASED DETECTION
1654,2017,7.95,USA,PHISHING,IT,ENCRYPTION
1655,2022,13.89,RUSSIA,DDOS,EDUCATION,VPN
1656,2016,96.28,CHINA,SQL INJECTION,RETAIL,FIREWALL
1657,2016,94.63,CHINA,RANSOMWARE,BANKING,ANTIVIRUS
1658,2021,13.26,UK,RANSOMWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
1659,2019,21.92,FRANCE,MALWARE,RETAIL,FIREWALL
1660,2016,81.81,FRANCE,MALWARE,IT,ANTIVIRUS
1661,2023,58.79,JAPAN,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1662,2015,14.72,CHINA,PHISHING,RETAIL,AI-BASED DETECTION
1663,2022,59.7,GERMANY,MALWARE,BANKING,VPN
1664,2020,16.26,BRAZIL,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1665,2015,29.61,BRAZIL,PHISHING,BANKING,FIREWALL
1666,2023,82.38,UK,MALWARE,IT,AI-BASED DETECTION
1667,2017,96.49,CHINA,DDOS,HEALTHCARE,ANTIVIRUS
1668,2024,76.39,BRAZIL,DDOS,HEALTHCARE,ENCRYPTION
1669,2024,79.98,RUSSIA,SQL INJECTION,BANKING,VPN
1670,2022,91.65,UK,MALWARE,HEALTHCARE,FIREWALL
1671,2020,3.84,UK,PHISHING,BANKING,ENCRYPTION
1672,2023,97.15,CHINA,DDOS,HEALTHCARE,AI-BASED DETECTION
1673,2024,77.04,AUSTRALIA,DDOS,HEALTHCARE,ENCRYPTION
1674,2018,91.52,UK,MAN-IN-THE-MIDDLE,GOVERNMENT,VPN
1675,2023,37.4,GERMANY,SQL INJECTION,EDUCATION,AI-BASED DETECTION
1676,2020,11.89,CHINA,MALWARE,HEALTHCARE,VPN
1677,2019,43.29,USA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1678,2022,92.88,USA,RANSOMWARE,RETAIL,FIREWALL
1679,2020,99.81,USA,DDOS,BANKING,AI-BASED DETECTION
1680,2017,62.74,BRAZIL,DDOS,HEALTHCARE,FIREWALL
1681,2017,96.89,USA,DDOS,GOVERNMENT,ANTIVIRUS
1682,2015,43.86,FRANCE,SQL INJECTION,IT,FIREWALL
1683,2020,66.27,FRANCE,DDOS,TELECOMMUNICATIONS,FIREWALL
1684,2021,90.8,JAPAN,MALWARE,RETAIL,AI-BASED DETECTION
1685,2015,95.04,RUSSIA,MAN-IN-THE-MIDDLE,IT,FIREWALL
1686,2022,12.67,UK,MALWARE,HEALTHCARE,FIREWALL
1687,2021,89.59,UK,PHISHING,IT,VPN
1688,2022,97.03,INDIA,MALWARE,TELECOMMUNICATIONS,VPN
1689,2023,53.46,CHINA,DDOS,GOVERNMENT,ANTIVIRUS
1690,2020,21.02,AUSTRALIA,SQL INJECTION,IT,VPN
1691,2019,15.39,INDIA,SQL INJECTION,RETAIL,FIREWALL
1692,2022,97.32,JAPAN,MALWARE,EDUCATION,ENCRYPTION
1693,2016,61.66,UK,RANSOMWARE,HEALTHCARE,VPN
1694,2022,15.29,AUSTRALIA,SQL INJECTION,IT,VPN
1695,2019,5.88,JAPAN,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1696,2015,24.93,USA,MAN-IN-THE-MIDDLE,RETAIL,VPN
1697,2020,97.37,FRANCE,RANSOMWARE,RETAIL,ENCRYPTION
1698,2017,11.49,JAPAN,SQL INJECTION,EDUCATION,AI-BASED DETECTION
1699,2022,4.05,INDIA,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
1700,2016,76.9,CHINA,DDOS,BANKING,FIREWALL
1701,2022,96.44,RUSSIA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1702,2016,34.29,FRANCE,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
1703,2022,56.63,BRAZIL,SQL INJECTION,HEALTHCARE,ENCRYPTION
1704,2016,63.67,CHINA,SQL INJECTION,BANKING,FIREWALL
1705,2018,80.85,GERMANY,DDOS,RETAIL,ANTIVIRUS
1706,2022,9.5,JAPAN,DDOS,HEALTHCARE,VPN
1707,2023,47.22,RUSSIA,MALWARE,IT,ENCRYPTION
1708,2018,28.98,UK,RANSOMWARE,RETAIL,ANTIVIRUS
1709,2017,96.63,FRANCE,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1710,2019,43.97,INDIA,SQL INJECTION,IT,VPN
1711,2017,91.4,INDIA,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
1712,2024,53.71,BRAZIL,SQL INJECTION,IT,AI-BASED DETECTION
1713,2018,15.36,CHINA,SQL INJECTION,EDUCATION,ENCRYPTION
1714,2021,80.68,RUSSIA,SQL INJECTION,BANKING,ANTIVIRUS
1715,2015,17.3,FRANCE,MALWARE,GOVERNMENT,AI-BASED DETECTION
1716,2021,52.16,INDIA,SQL INJECTION,IT,FIREWALL
1717,2023,89.46,USA,SQL INJECTION,GOVERNMENT,ANTIVIRUS
1718,2023,35.91,USA,MALWARE,BANKING,AI-BASED DETECTION
1719,2019,9.32,BRAZIL,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1720,2023,15.21,CHINA,PHISHING,BANKING,ANTIVIRUS
1721,2019,17.98,UK,RANSOMWARE,IT,AI-BASED DETECTION
1722,2018,32.84,FRANCE,SQL INJECTION,BANKING,VPN
1723,2023,59.18,BRAZIL,MAN-IN-THE-MIDDLE,RETAIL,AI-BASED DETECTION
1724,2021,28.33,JAPAN,SQL INJECTION,TELECOMMUNICATIONS,FIREWALL
1725,2023,33.27,CHINA,PHISHING,BANKING,AI-BASED DETECTION
1726,2019,24.93,BRAZIL,SQL INJECTION,GOVERNMENT,ENCRYPTION
1727,2020,98.07,UK,RANSOMWARE,BANKING,FIREWALL
1728,2017,67.13,RUSSIA,SQL INJECTION,HEALTHCARE,ENCRYPTION
1729,2023,34.46,INDIA,DDOS,GOVERNMENT,FIREWALL
1730,2018,45.67,UK,RANSOMWARE,RETAIL,FIREWALL
1731,2022,38.29,AUSTRALIA,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
1732,2019,15.21,AUSTRALIA,RANSOMWARE,BANKING,ENCRYPTION
1733,2016,55.18,AUSTRALIA,PHISHING,IT,ENCRYPTION
1734,2018,83.5,CHINA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1735,2024,3.07,FRANCE,SQL INJECTION,RETAIL,ANTIVIRUS
1736,2020,34.59,AUSTRALIA,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
1737,2021,28.75,USA,PHISHING,BANKING,ANTIVIRUS
1738,2017,55.23,RUSSIA,MAN-IN-THE-MIDDLE,IT,FIREWALL
1739,2021,14.45,GERMANY,MAN-IN-THE-MIDDLE,BANKING,AI-BASED DETECTION
1740,2023,66.06,USA,MALWARE,BANKING,AI-BASED DETECTION
1741,2017,19.6,USA,PHISHING,TELECOMMUNICATIONS,FIREWALL
1742,2017,58.98,USA,MAN-IN-THE-MIDDLE,RETAIL,VPN
1743,2015,86.67,BRAZIL,SQL INJECTION,IT,FIREWALL
1744,2015,51.54,AUSTRALIA,DDOS,EDUCATION,ANTIVIRUS
1745,2024,13.61,CHINA,SQL INJECTION,EDUCATION,ENCRYPTION
1746,2016,57.14,JAPAN,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
1747,2015,91.79,GERMANY,DDOS,IT,AI-BASED DETECTION
1748,2017,89.85,JAPAN,PHISHING,TELECOMMUNICATIONS,AI-BASED DETECTION
1749,2021,44.7,UK,PHISHING,BANKING,VPN
1750,2023,54.0,UK,DDOS,EDUCATION,AI-BASED DETECTION
1751,2018,79.93,RUSSIA,RANSOMWARE,EDUCATION,ANTIVIRUS
1752,2015,2.43,JAPAN,PHISHING,EDUCATION,VPN
1753,2019,66.65,FRANCE,DDOS,EDUCATION,VPN
1754,2016,13.83,USA,DDOS,RETAIL,AI-BASED DETECTION
1755,2017,2.65,RUSSIA,MALWARE,GOVERNMENT,VPN
1756,2022,65.51,USA,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
